entry_id,persona_id,t_index,date,dimension,persisted_label,consensus_label,confidence_tier,consensus_agreement,label_changed,pass_1_label,pass_2_label,pass_3_label,pass_4_label,pass_5_label
a1c52200__8,a1c52200,8,2026-02-08,benevolence,0,0,unanimous,5,false,0,0,0,0,0
a1c52200__9,a1c52200,9,2026-02-14,benevolence,0,0,unanimous,5,false,0,0,0,0,0
a24b8d8f__0,a24b8d8f,0,2025-06-10,benevolence,1,0,bare_majority,3,true,0,1,0,0,1
a24b8d8f__1,a24b8d8f,1,2025-06-11,benevolence,0,0,unanimous,5,false,0,0,0,0,0
a24b8d8f__2,a24b8d8f,2,2025-06-14,benevolence,0,0,unanimous,5,false,0,0,0,0,0
a24b8d8f__3,a24b8d8f,3,2025-06-19,benevolence,0,0,unanimous,5,false,0,0,0,0,0
a24b8d8f__4,a24b8d8f,4,2025-06-25,benevolence,0,0,unanimous,5,false,0,0,0,0,0
a24b8d8f__5,a24b8d8f,5,2025-07-01,benevolence,0,0,unanimous,5,false,0,0,0,0,0
a24b8d8f__6,a24b8d8f,6,2025-07-07,benevolence,1,0,strong,4,true,0,0,0,0,1
a24b8d8f__7,a24b8d8f,7,2025-07-11,benevolence,0,0,unanimous,5,false,0,0,0,0,0
a24b8d8f__8,a24b8d8f,8,2025-07-12,benevolence,0,0,unanimous,5,false,0,0,0,0,0
a24b8d8f__9,a24b8d8f,9,2025-07-12,benevolence,0,0,unanimous,5,false,0,0,0,0,0
a532dde6__0,a532dde6,0,2025-05-05,benevolence,0,0,unanimous,5,false,0,0,0,0,0
a532dde6__1,a532dde6,1,2025-05-12,benevolence,0,0,unanimous,5,false,0,0,0,0,0
a532dde6__2,a532dde6,2,2025-05-16,benevolence,0,0,unanimous,5,false,0,0,0,0,0
a532dde6__3,a532dde6,3,2025-05-20,benevolence,0,0,unanimous,5,false,0,0,0,0,0
a532dde6__4,a532dde6,4,2025-05-22,benevolence,-1,-1,bare_majority,3,false,1,-1,-1,-1,1
a532dde6__5,a532dde6,5,2025-05-22,benevolence,1,1,unanimous,5,false,1,1,1,1,1
a532dde6__6,a532dde6,6,2025-05-27,benevolence,1,1,unanimous,5,false,1,1,1,1,1
a532dde6__7,a532dde6,7,2025-05-30,benevolence,0,0,unanimous,5,false,0,0,0,0,0
a532dde6__8,a532dde6,8,2025-06-01,benevolence,0,0,unanimous,5,false,0,0,0,0,0
a532dde6__9,a532dde6,9,2025-06-02,benevolence,0,0,unanimous,5,false,0,0,0,0,0
a532dde6__10,a532dde6,10,2025-06-07,benevolence,1,1,unanimous,5,false,1,1,1,1,1
a532dde6__11,a532dde6,11,2025-06-14,benevolence,0,0,unanimous,5,false,0,0,0,0,0
a5f7ed3a__0,a5f7ed3a,0,2025-08-29,benevolence,0,0,unanimous,5,false,0,0,0,0,0
a5f7ed3a__1,a5f7ed3a,1,2025-09-05,benevolence,0,0,unanimous,5,false,0,0,0,0,0
a5f7ed3a__2,a5f7ed3a,2,2025-09-11,benevolence,1,0,bare_majority,3,true,0,1,0,0,1
a5f7ed3a__3,a5f7ed3a,3,2025-09-18,benevolence,0,0,unanimous,5,false,0,0,0,0,0
a5f7ed3a__4,a5f7ed3a,4,2025-09-25,benevolence,-1,-1,strong,4,false,0,-1,-1,-1,-1
a8371567__0,a8371567,0,2025-07-05,benevolence,0,0,unanimous,5,false,0,0,0,0,0
a8371567__1,a8371567,1,2025-07-12,benevolence,0,0,bare_majority,3,false,0,1,0,0,1
a8371567__2,a8371567,2,2025-07-17,benevolence,0,0,unanimous,5,false,0,0,0,0,0
a8371567__3,a8371567,3,2025-07-17,benevolence,0,0,unanimous,5,false,0,0,0,0,0
a8371567__4,a8371567,4,2025-07-20,benevolence,0,0,unanimous,5,false,0,0,0,0,0
a8371567__5,a8371567,5,2025-07-21,benevolence,1,1,strong,4,false,0,1,1,1,1
a8371567__6,a8371567,6,2025-07-22,benevolence,0,0,unanimous,5,false,0,0,0,0,0
a8371567__7,a8371567,7,2025-07-23,benevolence,0,0,unanimous,5,false,0,0,0,0,0
a8371567__8,a8371567,8,2025-07-28,benevolence,0,0,unanimous,5,false,0,0,0,0,0
abefb352__0,abefb352,0,2025-04-29,benevolence,0,0,unanimous,5,false,0,0,0,0,0
abefb352__1,abefb352,1,2025-05-05,benevolence,1,1,strong,4,false,1,1,0,1,1
abefb352__2,abefb352,2,2025-05-11,benevolence,0,0,unanimous,5,false,0,0,0,0,0
abefb352__3,abefb352,3,2025-05-17,benevolence,1,0,unanimous,5,true,0,0,0,0,0
abefb352__4,abefb352,4,2025-05-17,benevolence,1,1,strong,4,false,1,1,0,1,1
abefb352__5,abefb352,5,2025-05-17,benevolence,1,1,strong,4,false,1,1,0,1,1
abf1ce49__0,abf1ce49,0,2025-09-07,benevolence,1,1,unanimous,5,false,1,1,1,1,1
abf1ce49__1,abf1ce49,1,2025-09-13,benevolence,1,1,unanimous,5,false,1,1,1,1,1
abf1ce49__2,abf1ce49,2,2025-09-14,benevolence,0,0,unanimous,5,false,0,0,0,0,0
abf1ce49__3,abf1ce49,3,2025-09-21,benevolence,0,0,unanimous,5,false,0,0,0,0,0
abf1ce49__4,abf1ce49,4,2025-09-24,benevolence,1,1,unanimous,5,false,1,1,1,1,1
abf1ce49__5,abf1ce49,5,2025-09-29,benevolence,1,1,unanimous,5,false,1,1,1,1,1
abf1ce49__6,abf1ce49,6,2025-10-04,benevolence,0,0,strong,4,false,0,0,1,0,0
abf1ce49__7,abf1ce49,7,2025-10-06,benevolence,0,0,unanimous,5,false,0,0,0,0,0
abf1ce49__8,abf1ce49,8,2025-10-10,benevolence,1,1,unanimous,5,false,1,1,1,1,1
abf1ce49__9,abf1ce49,9,2025-10-14,benevolence,0,0,unanimous,5,false,0,0,0,0,0
ad378991__0,ad378991,0,2025-04-15,benevolence,0,0,unanimous,5,false,0,0,0,0,0
ad378991__1,ad378991,1,2025-04-22,benevolence,1,0,bare_majority,3,true,0,1,0,0,1
ad378991__2,ad378991,2,2025-04-24,benevolence,0,0,unanimous,5,false,0,0,0,0,0
ad378991__3,ad378991,3,2025-04-27,benevolence,1,0,bare_majority,3,true,0,1,0,0,1
ad378991__4,ad378991,4,2025-05-03,benevolence,0,0,unanimous,5,false,0,0,0,0,0
ad378991__5,ad378991,5,2025-05-05,benevolence,0,0,unanimous,5,false,0,0,0,0,0
ad378991__6,ad378991,6,2025-05-06,benevolence,0,0,unanimous,5,false,0,0,0,0,0
ae2912e8__0,ae2912e8,0,2025-12-01,benevolence,0,0,unanimous,5,false,0,0,0,0,0
ae2912e8__1,ae2912e8,1,2025-12-08,benevolence,0,0,strong,4,false,0,1,0,0,0
ae2912e8__2,ae2912e8,2,2025-12-11,benevolence,0,0,unanimous,5,false,0,0,0,0,0
ae2912e8__3,ae2912e8,3,2025-12-20,benevolence,-1,-1,unanimous,5,false,-1,-1,-1,-1,-1
ae2912e8__4,ae2912e8,4,2025-12-29,benevolence,-1,-1,bare_majority,3,false,0,-1,-1,0,-1
ae2912e8__5,ae2912e8,5,2026-01-02,benevolence,0,0,unanimous,5,false,0,0,0,0,0
ae2912e8__6,ae2912e8,6,2026-01-05,benevolence,1,1,unanimous,5,false,1,1,1,1,1
ae2912e8__7,ae2912e8,7,2026-01-12,benevolence,0,0,unanimous,5,false,0,0,0,0,0
ae2912e8__8,ae2912e8,8,2026-01-20,benevolence,1,0,bare_majority,3,true,0,1,0,1,0
b0968b05__0,b0968b05,0,2025-08-17,benevolence,0,0,strong,4,false,0,1,0,0,0
b0968b05__1,b0968b05,1,2025-08-21,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b0968b05__2,b0968b05,2,2025-08-21,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b0968b05__3,b0968b05,3,2025-08-28,benevolence,0,0,bare_majority,3,false,0,1,1,0,0
b0968b05__4,b0968b05,4,2025-09-02,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b0968b05__5,b0968b05,5,2025-09-05,benevolence,0,0,strong,4,false,0,1,0,0,0
b12682c6__0,b12682c6,0,2025-04-17,benevolence,0,0,strong,4,false,0,-1,0,0,0
b12682c6__1,b12682c6,1,2025-04-22,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b12682c6__2,b12682c6,2,2025-04-22,benevolence,1,1,unanimous,5,false,1,1,1,1,1
b12682c6__3,b12682c6,3,2025-04-28,benevolence,0,-1,unanimous,5,true,-1,-1,-1,-1,-1
b12682c6__4,b12682c6,4,2025-05-03,benevolence,0,1,bare_majority,3,true,0,1,1,0,1
b12682c6__5,b12682c6,5,2025-05-07,benevolence,0,1,bare_majority,3,true,0,1,0,1,1
b12682c6__6,b12682c6,6,2025-05-08,benevolence,1,1,unanimous,5,false,1,1,1,1,1
b12682c6__7,b12682c6,7,2025-05-12,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b12682c6__8,b12682c6,8,2025-05-13,benevolence,0,1,bare_majority,3,true,0,1,0,1,1
b1a2bf43__0,b1a2bf43,0,2025-07-21,benevolence,1,1,unanimous,5,false,1,1,1,1,1
b1a2bf43__1,b1a2bf43,1,2025-07-27,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b1a2bf43__2,b1a2bf43,2,2025-07-31,benevolence,1,1,unanimous,5,false,1,1,1,1,1
b1a2bf43__3,b1a2bf43,3,2025-08-07,benevolence,1,1,bare_majority,3,false,1,0,0,1,1
b1a2bf43__4,b1a2bf43,4,2025-08-14,benevolence,1,1,unanimous,5,false,1,1,1,1,1
b1a2bf43__5,b1a2bf43,5,2025-08-17,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b1a2bf43__6,b1a2bf43,6,2025-08-24,benevolence,1,1,unanimous,5,false,1,1,1,1,1
b1a2bf43__7,b1a2bf43,7,2025-08-28,benevolence,1,1,unanimous,5,false,1,1,1,1,1
b2720706__0,b2720706,0,2025-10-17,benevolence,1,1,bare_majority,3,false,1,0,0,1,1
b2720706__1,b2720706,1,2025-10-19,benevolence,-1,-1,bare_majority,3,false,-1,0,0,-1,-1
b2720706__2,b2720706,2,2025-10-23,benevolence,-1,-1,bare_majority,3,false,-1,0,0,-1,-1
b2720706__3,b2720706,3,2025-10-23,benevolence,-1,-1,bare_majority,3,false,-1,0,0,-1,-1
b4cdcfee__0,b4cdcfee,0,2025-07-25,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b4cdcfee__1,b4cdcfee,1,2025-07-30,benevolence,1,0,bare_majority,3,true,1,0,0,0,1
b4cdcfee__2,b4cdcfee,2,2025-07-31,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b4cdcfee__3,b4cdcfee,3,2025-08-03,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b4cdcfee__4,b4cdcfee,4,2025-08-10,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b4cdcfee__5,b4cdcfee,5,2025-08-11,benevolence,1,1,bare_majority,3,false,1,0,0,1,1
b4cdcfee__6,b4cdcfee,6,2025-08-17,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b4cdcfee__7,b4cdcfee,7,2025-08-20,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b4cdcfee__8,b4cdcfee,8,2025-08-26,benevolence,1,1,bare_majority,3,false,1,0,0,1,1
b4cdcfee__9,b4cdcfee,9,2025-08-27,benevolence,1,1,bare_majority,3,false,1,0,0,1,1
b4cdcfee__10,b4cdcfee,10,2025-08-31,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b604addd__0,b604addd,0,2025-10-14,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b604addd__1,b604addd,1,2025-10-20,benevolence,-1,-1,strong,4,false,-1,1,-1,-1,-1
b604addd__2,b604addd,2,2025-10-25,benevolence,0,0,bare_majority,3,false,0,1,1,0,0
b604addd__3,b604addd,3,2025-10-29,benevolence,1,1,unanimous,5,false,1,1,1,1,1
b604addd__4,b604addd,4,2025-11-05,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b604addd__5,b604addd,5,2025-11-10,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b604addd__6,b604addd,6,2025-11-16,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b604addd__7,b604addd,7,2025-11-19,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b604addd__8,b604addd,8,2025-11-22,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b604addd__9,b604addd,9,2025-11-22,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b63d80df__0,b63d80df,0,2025-03-17,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b63d80df__1,b63d80df,1,2025-03-22,benevolence,1,1,unanimous,5,false,1,1,1,1,1
b63d80df__2,b63d80df,2,2025-03-24,benevolence,1,1,unanimous,5,false,1,1,1,1,1
b63d80df__3,b63d80df,3,2025-03-27,benevolence,1,1,strong,4,false,1,1,0,1,1
b63d80df__4,b63d80df,4,2025-04-01,benevolence,1,1,strong,4,false,1,1,0,1,1
b63d80df__5,b63d80df,5,2025-04-04,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b63d80df__6,b63d80df,6,2025-04-11,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b63d80df__7,b63d80df,7,2025-04-16,benevolence,1,1,unanimous,5,false,1,1,1,1,1
b63d80df__8,b63d80df,8,2025-04-16,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b63d80df__9,b63d80df,9,2025-04-20,benevolence,1,1,unanimous,5,false,1,1,1,1,1
b63d80df__10,b63d80df,10,2025-04-24,benevolence,1,1,unanimous,5,false,1,1,1,1,1
b63d80df__11,b63d80df,11,2025-04-27,benevolence,1,1,unanimous,5,false,1,1,1,1,1
b7b942ab__0,b7b942ab,0,2025-11-05,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b7b942ab__1,b7b942ab,1,2025-11-06,benevolence,-1,0,bare_majority,3,true,-1,0,0,0,-1
b7b942ab__2,b7b942ab,2,2025-11-12,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b7b942ab__3,b7b942ab,3,2025-11-15,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b7b942ab__4,b7b942ab,4,2025-11-16,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b7b942ab__5,b7b942ab,5,2025-11-21,benevolence,-1,-1,bare_majority,3,false,-1,0,-1,0,-1
b7b942ab__6,b7b942ab,6,2025-11-21,benevolence,-1,-1,strong,4,false,-1,0,-1,-1,-1
b7b942ab__7,b7b942ab,7,2025-11-21,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b7b942ab__8,b7b942ab,8,2025-11-26,benevolence,1,0,bare_majority,3,true,1,0,0,0,1
b7b942ab__9,b7b942ab,9,2025-12-03,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b7b942ab__10,b7b942ab,10,2025-12-04,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b8a23604__0,b8a23604,0,2025-10-27,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b8a23604__1,b8a23604,1,2025-11-01,benevolence,1,1,strong,4,false,1,0,1,1,1
b8a23604__2,b8a23604,2,2025-11-02,benevolence,0,0,strong,4,false,1,0,0,0,0
b8a23604__3,b8a23604,3,2025-11-06,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b8a23604__4,b8a23604,4,2025-11-10,benevolence,0,0,strong,4,false,1,0,0,0,0
b8a23604__5,b8a23604,5,2025-11-12,benevolence,0,0,unanimous,5,false,0,0,0,0,0
b8a23604__6,b8a23604,6,2025-11-14,benevolence,0,0,strong,4,false,1,0,0,0,0
b963f9bc__0,b963f9bc,0,2025-12-01,benevolence,0,1,bare_majority,3,true,1,0,1,1,0
b963f9bc__1,b963f9bc,1,2025-12-08,benevolence,0,0,bare_majority,3,false,1,0,-1,0,0
b963f9bc__2,b963f9bc,2,2025-12-10,benevolence,0,0,strong,4,false,1,0,0,0,0
b963f9bc__3,b963f9bc,3,2025-12-13,benevolence,0,0,bare_majority,3,false,1,0,1,0,0
b963f9bc__4,b963f9bc,4,2025-12-18,benevolence,0,0,bare_majority,3,false,1,0,1,0,0
ba3883ac__0,ba3883ac,0,2025-12-01,benevolence,1,1,unanimous,5,false,1,1,1,1,1
ba3883ac__1,ba3883ac,1,2025-12-08,benevolence,0,0,unanimous,5,false,0,0,0,0,0
ba3883ac__2,ba3883ac,2,2025-12-12,benevolence,0,0,unanimous,5,false,0,0,0,0,0
ba3883ac__3,ba3883ac,3,2025-12-18,benevolence,1,1,unanimous,5,false,1,1,1,1,1
ba3883ac__4,ba3883ac,4,2025-12-23,benevolence,1,1,unanimous,5,false,1,1,1,1,1
bcfa309d__0,bcfa309d,0,2025-09-16,benevolence,0,0,unanimous,5,false,0,0,0,0,0
bcfa309d__1,bcfa309d,1,2025-09-18,benevolence,0,0,bare_majority,3,false,0,0,1,1,0
bcfa309d__2,bcfa309d,2,2025-09-25,benevolence,0,0,unanimous,5,false,0,0,0,0,0
bcfa309d__3,bcfa309d,3,2025-09-25,benevolence,0,-1,strong,4,true,-1,-1,-1,-1,0
bcfa309d__4,bcfa309d,4,2025-09-29,benevolence,0,0,unanimous,5,false,0,0,0,0,0
bcfa309d__5,bcfa309d,5,2025-10-01,benevolence,0,0,unanimous,5,false,0,0,0,0,0
bcfa309d__6,bcfa309d,6,2025-10-02,benevolence,0,0,unanimous,5,false,0,0,0,0,0
bcfa309d__7,bcfa309d,7,2025-10-07,benevolence,0,0,unanimous,5,false,0,0,0,0,0
bf10d976__0,bf10d976,0,2025-02-16,benevolence,0,0,unanimous,5,false,0,0,0,0,0
bf10d976__1,bf10d976,1,2025-02-16,benevolence,0,0,unanimous,5,false,0,0,0,0,0
bf10d976__2,bf10d976,2,2025-02-23,benevolence,0,0,unanimous,5,false,0,0,0,0,0
bf10d976__3,bf10d976,3,2025-02-27,benevolence,0,0,unanimous,5,false,0,0,0,0,0
bf10d976__4,bf10d976,4,2025-03-02,benevolence,0,0,unanimous,5,false,0,0,0,0,0
bf10d976__5,bf10d976,5,2025-03-06,benevolence,0,0,unanimous,5,false,0,0,0,0,0
bf10d976__6,bf10d976,6,2025-03-10,benevolence,0,0,unanimous,5,false,0,0,0,0,0
bf10d976__7,bf10d976,7,2025-03-12,benevolence,0,0,bare_majority,3,false,1,0,1,0,0
bf10d976__8,bf10d976,8,2025-03-18,benevolence,0,0,unanimous,5,false,0,0,0,0,0
bf44e50f__0,bf44e50f,0,2025-11-20,benevolence,1,1,unanimous,5,false,1,1,1,1,1
bf44e50f__1,bf44e50f,1,2025-11-20,benevolence,0,0,unanimous,5,false,0,0,0,0,0
bf44e50f__2,bf44e50f,2,2025-11-20,benevolence,0,0,unanimous,5,false,0,0,0,0,0
bf44e50f__3,bf44e50f,3,2025-11-22,benevolence,0,0,unanimous,5,false,0,0,0,0,0
bf44e50f__4,bf44e50f,4,2025-11-25,benevolence,1,0,bare_majority,3,true,0,0,1,0,1
bf44e50f__5,bf44e50f,5,2025-12-01,benevolence,0,0,unanimous,5,false,0,0,0,0,0
c0484aad__0,c0484aad,0,2025-04-07,benevolence,0,0,unanimous,5,false,0,0,0,0,0
c0484aad__1,c0484aad,1,2025-04-12,benevolence,0,0,strong,4,false,1,0,0,0,0
c130f2e3__0,c130f2e3,0,2025-08-11,benevolence,0,0,unanimous,5,false,0,0,0,0,0
c130f2e3__1,c130f2e3,1,2025-08-18,benevolence,0,0,unanimous,5,false,0,0,0,0,0
c130f2e3__2,c130f2e3,2,2025-08-24,benevolence,0,0,unanimous,5,false,0,0,0,0,0
c130f2e3__3,c130f2e3,3,2025-08-26,benevolence,0,0,unanimous,5,false,0,0,0,0,0
c130f2e3__4,c130f2e3,4,2025-08-31,benevolence,0,0,unanimous,5,false,0,0,0,0,0
c130f2e3__5,c130f2e3,5,2025-09-04,benevolence,0,0,unanimous,5,false,0,0,0,0,0
c130f2e3__6,c130f2e3,6,2025-09-05,benevolence,0,0,unanimous,5,false,0,0,0,0,0
c130f2e3__7,c130f2e3,7,2025-09-07,benevolence,0,0,strong,4,false,1,0,0,0,0
c130f2e3__8,c130f2e3,8,2025-09-13,benevolence,0,0,unanimous,5,false,0,0,0,0,0
c130f2e3__9,c130f2e3,9,2025-09-15,benevolence,0,0,strong,4,false,1,0,0,0,0
c3ad003f__0,c3ad003f,0,2025-01-10,benevolence,1,1,unanimous,5,false,1,1,1,1,1
c3ad003f__1,c3ad003f,1,2025-01-14,benevolence,0,0,unanimous,5,false,0,0,0,0,0
c3ad003f__2,c3ad003f,2,2025-01-14,benevolence,0,0,unanimous,5,false,0,0,0,0,0
c3ad003f__3,c3ad003f,3,2025-01-18,benevolence,0,0,bare_majority,3,false,0,1,1,0,0
c3ad003f__4,c3ad003f,4,2025-01-19,benevolence,-1,-1,bare_majority,3,false,-1,-1,0,0,-1
c3ad003f__5,c3ad003f,5,2025-01-25,benevolence,0,0,unanimous,5,false,0,0,0,0,0
c3ad003f__6,c3ad003f,6,2025-01-27,benevolence,0,0,unanimous,5,false,0,0,0,0,0
c3ad003f__7,c3ad003f,7,2025-01-29,benevolence,0,0,unanimous,5,false,0,0,0,0,0
c3ad003f__8,c3ad003f,8,2025-02-02,benevolence,-1,-1,bare_majority,3,false,-1,0,-1,0,-1
c3ad003f__9,c3ad003f,9,2025-02-08,benevolence,-1,-1,bare_majority,2,false,-1,0,1,0,-1
c876219a__0,c876219a,0,2025-04-06,benevolence,0,0,unanimous,5,false,0,0,0,0,0
c876219a__1,c876219a,1,2025-04-08,benevolence,0,0,unanimous,5,false,0,0,0,0,0
c876219a__2,c876219a,2,2025-04-10,benevolence,0,0,unanimous,5,false,0,0,0,0,0
c876219a__3,c876219a,3,2025-04-17,benevolence,0,0,unanimous,5,false,0,0,0,0,0
c876219a__4,c876219a,4,2025-04-24,benevolence,0,0,unanimous,5,false,0,0,0,0,0
c876219a__5,c876219a,5,2025-05-01,benevolence,0,0,strong,4,false,0,0,0,1,0
c876219a__6,c876219a,6,2025-05-08,benevolence,0,0,unanimous,5,false,0,0,0,0,0
c876219a__7,c876219a,7,2025-05-12,benevolence,0,0,unanimous,5,false,0,0,0,0,0
c876219a__8,c876219a,8,2025-05-14,benevolence,0,0,unanimous,5,false,0,0,0,0,0
c876219a__9,c876219a,9,2025-05-20,benevolence,0,0,unanimous,5,false,0,0,0,0,0
cac7b9ce__0,cac7b9ce,0,2025-11-13,benevolence,1,1,unanimous,5,false,1,1,1,1,1
cac7b9ce__1,cac7b9ce,1,2025-11-19,benevolence,1,1,unanimous,5,false,1,1,1,1,1
cac7b9ce__2,cac7b9ce,2,2025-11-25,benevolence,0,0,strong,4,false,0,0,0,1,0
cac7b9ce__3,cac7b9ce,3,2025-11-28,benevolence,0,0,unanimous,5,false,0,0,0,0,0
cac7b9ce__4,cac7b9ce,4,2025-12-02,benevolence,1,0,strong,4,true,1,0,0,0,0
cac7b9ce__5,cac7b9ce,5,2025-12-03,benevolence,0,0,unanimous,5,false,0,0,0,0,0
cac7b9ce__6,cac7b9ce,6,2025-12-08,benevolence,1,1,unanimous,5,false,1,1,1,1,1
cac7b9ce__7,cac7b9ce,7,2025-12-09,benevolence,0,1,bare_majority,3,true,0,1,1,1,0
cac7b9ce__8,cac7b9ce,8,2025-12-16,benevolence,1,1,unanimous,5,false,1,1,1,1,1
cac7b9ce__9,cac7b9ce,9,2025-12-17,benevolence,1,1,unanimous,5,false,1,1,1,1,1
cd0d027f__0,cd0d027f,0,2025-07-04,benevolence,0,0,unanimous,5,false,0,0,0,0,0
cd0d027f__1,cd0d027f,1,2025-07-11,benevolence,0,0,unanimous,5,false,0,0,0,0,0
cd0d027f__2,cd0d027f,2,2025-07-13,benevolence,0,0,unanimous,5,false,0,0,0,0,0
cd0d027f__3,cd0d027f,3,2025-07-13,benevolence,1,1,bare_majority,3,false,1,1,0,0,1
cd7c2a11__0,cd7c2a11,0,2025-08-28,benevolence,0,0,unanimous,5,false,0,0,0,0,0
cd7c2a11__1,cd7c2a11,1,2025-09-04,benevolence,0,0,unanimous,5,false,0,0,0,0,0
cd7c2a11__2,cd7c2a11,2,2025-09-05,benevolence,0,0,unanimous,5,false,0,0,0,0,0
cd7c2a11__3,cd7c2a11,3,2025-09-08,benevolence,0,0,unanimous,5,false,0,0,0,0,0
cd7c2a11__4,cd7c2a11,4,2025-09-11,benevolence,0,0,unanimous,5,false,0,0,0,0,0
cd7c2a11__5,cd7c2a11,5,2025-09-12,benevolence,0,0,unanimous,5,false,0,0,0,0,0
cd7c2a11__6,cd7c2a11,6,2025-09-13,benevolence,0,0,unanimous,5,false,0,0,0,0,0
cd7c2a11__7,cd7c2a11,7,2025-09-19,benevolence,0,0,unanimous,5,false,0,0,0,0,0
cd7c2a11__8,cd7c2a11,8,2025-09-26,benevolence,0,0,unanimous,5,false,0,0,0,0,0
cd7c2a11__9,cd7c2a11,9,2025-09-28,benevolence,0,0,unanimous,5,false,0,0,0,0,0
d056ba20__0,d056ba20,0,2025-07-21,benevolence,0,0,unanimous,5,false,0,0,0,0,0
d056ba20__1,d056ba20,1,2025-07-26,benevolence,1,1,bare_majority,3,false,0,1,0,1,1
d056ba20__2,d056ba20,2,2025-07-26,benevolence,0,0,unanimous,5,false,0,0,0,0,0
d056ba20__3,d056ba20,3,2025-08-02,benevolence,0,0,unanimous,5,false,0,0,0,0,0
d1243cd1__0,d1243cd1,0,2025-01-25,benevolence,0,0,unanimous,5,false,0,0,0,0,0
d1243cd1__1,d1243cd1,1,2025-01-27,benevolence,0,0,unanimous,5,false,0,0,0,0,0
d1243cd1__2,d1243cd1,2,2025-02-03,benevolence,1,1,unanimous,5,false,1,1,1,1,1
d1243cd1__3,d1243cd1,3,2025-02-05,benevolence,1,1,unanimous,5,false,1,1,1,1,1
d1243cd1__4,d1243cd1,4,2025-02-09,benevolence,0,0,unanimous,5,false,0,0,0,0,0
d1243cd1__5,d1243cd1,5,2025-02-15,benevolence,0,1,bare_majority,3,true,1,0,1,1,0
d1243cd1__6,d1243cd1,6,2025-02-20,benevolence,0,1,bare_majority,3,true,1,0,1,1,0
d1243cd1__7,d1243cd1,7,2025-02-26,benevolence,0,0,unanimous,5,false,0,0,0,0,0
d262771c__0,d262771c,0,2025-12-23,benevolence,0,0,unanimous,5,false,0,0,0,0,0
d262771c__1,d262771c,1,2025-12-30,benevolence,0,0,unanimous,5,false,0,0,0,0,0
d262771c__2,d262771c,2,2026-01-06,benevolence,1,0,bare_majority,3,true,0,1,0,0,1
d262771c__3,d262771c,3,2026-01-10,benevolence,0,0,unanimous,5,false,0,0,0,0,0
d262771c__4,d262771c,4,2026-01-17,benevolence,1,1,bare_majority,3,false,0,1,1,0,1
d28dbcc2__0,d28dbcc2,0,2025-12-01,benevolence,0,0,unanimous,5,false,0,0,0,0,0
d28dbcc2__1,d28dbcc2,1,2025-12-08,benevolence,0,0,unanimous,5,false,0,0,0,0,0
d28dbcc2__2,d28dbcc2,2,2025-12-14,benevolence,1,1,unanimous,5,false,1,1,1,1,1
d28dbcc2__3,d28dbcc2,3,2025-12-18,benevolence,0,0,unanimous,5,false,0,0,0,0,0
d28dbcc2__4,d28dbcc2,4,2025-12-20,benevolence,1,1,unanimous,5,false,1,1,1,1,1
d28dbcc2__5,d28dbcc2,5,2025-12-29,benevolence,0,0,unanimous,5,false,0,0,0,0,0
d28dbcc2__6,d28dbcc2,6,2026-01-01,benevolence,0,0,unanimous,5,false,0,0,0,0,0
d28dbcc2__7,d28dbcc2,7,2026-01-06,benevolence,0,0,unanimous,5,false,0,0,0,0,0
d28dbcc2__8,d28dbcc2,8,2026-01-08,benevolence,1,1,unanimous,5,false,1,1,1,1,1
d7a0683f__0,d7a0683f,0,2025-12-31,benevolence,0,0,unanimous,5,false,0,0,0,0,0
